state,year,violent crime,violent_murder,violent_rape,violent_robbery,violent_assault,property crime,property_buglary,property_larceny,property_auto theft,unemployment,population,Land Area,population density,poverty rate,employee rate,per capita income,% Males 15-24 years,% Males 25-39 years
Florida,2015,461.9,5.1,37.3,104.3,315.2,2813.2,539,2073.6,200.6,5.5,20271272,170312,119.0243318,16.2,0.000226577,45493,6.294472799,9.368517654
Georgia,2015,378.3,6,31.6,119.9,220.8,3022.3,649.8,2113.3,259.2,6,10214860,153910,66.36904685,18.1,3.48E-05,41974,7.257497822,9.98514801
Hawaii,2015,293.4,1.3,39.2,84,168.9,3796.2,458,2934.5,403.7,3.6,1431603,28313,50.56345142,10.9,0.000359089,48566,6.934533876,11.43945004
Idaho,2015,215.6,1.9,41.9,11.6,160.1,1743.8,370,1260.7,113.1,4.2,1654930,216443,7.646031519,12.3,0.000296689,39622,7.044496081,9.992193023
Illinois,2015,383.8,5.8,37.5,115.9,224.6,1988.6,361.1,1490.2,137.3,6,12859995,149995,85.73615787,10.9,0.000238958,51864,6.918908872,10.20661734
Indiana,2015,387.5,5.6,36.3,107.4,238.2,2596,519.8,1872,204.2,4.8,6619680,94326,70.17874181,13.5,0.000271614,42778,7.273118519,9.533682383
Iowa,2015,286.1,2.3,37,33.5,213.2,2047.3,476.7,1431.6,139,3.8,3123899,145746,21.43385753,10.4,0.000279138,46304,7.340018739,9.373402309
Kansas,2015,389.9,4.4,55.5,62.4,267.6,2720.1,527.6,1953.5,238.9,4.2,2911641,213100,13.66326138,14.2,0.000435493,47527,7.665110362,9.855141894
Kentucky,2015,218.7,4.7,33.7,74.7,105.5,2177.6,503,1498.7,175.9,5.3,4425092,104656,42.28225806,19.5,5.33E-05,39360,6.930020257,9.485772409
Louisiana,2015,539.7,10.3,36.9,118.8,373.7,3353.4,759,2385.8,208.6,6.3,4670724,135659,34.4298867,18.6,0.000359089,43146,7.097686676,10.37730742
Maine,2015,130.1,1.7,35.7,23.4,69.3,1830,352.4,1416.4,61.2,4.4,1329328,91633,14.50708806,12.3,0.000361085,43888,6.268719233,8.227693993
Maryland,2015,457.2,8.6,27.7,164.2,256.7,2315,427.5,1668.5,218.9,5.1,6006401,32131,186.934767,9.6,0.000643813,56392,6.691261939,9.988405503
Massachusetts,2015,390.9,1.9,30.5,77.8,280.7,1690.7,322.2,1249.7,118.8,4.8,6794422,27336,248.5521656,11.5,0.000443305,62998,7.036958847,9.900273136
Michigan,2015,415.5,5.8,65,78.6,266.2,1885.6,403.5,1323.2,158.9,5.4,9922576,250487,39.61313761,12.8,0.000277851,43655,7.126926667,9.092975403
Minnesota,2015,242.6,2.4,42.3,68.7,129.2,2222.1,351.6,1725.2,145.4,3.7,5489594,225163,24.38053321,7.8,0.000122596,52229,6.663954019,10.14512403
Mississippi,2015,275.8,8.7,40.2,76.7,150.3,2833.6,828.8,1863,141.8,6.5,2992333,125438,23.85507581,19.1,1.37E-05,35470,7.357845534,9.342527553
Missouri,2015,497.4,8.3,42,104.8,342.4,2854.2,559,2015.8,279.4,5,6083672,180540,33.69708652,9.8,0.000455153,43334,7.013218908,9.563480329
Montana,2015,349.6,3.5,53,20.3,272.8,2623.6,371.6,2017.9,234.1,4.2,1032949,380831,2.712355349,11.9,0.000282686,44066,7.135075594,9.396191099
Nebraska,2015,274.9,3.3,46,52.4,173.1,2241.1,338.7,1691.4,211,3,1896190,200330,9.465332202,10.3,0.000371798,50887,7.257605725,10.09105454
Nevada,2015,695.9,6.2,58.4,217.5,413.9,2668.3,773.5,1502.2,392.7,6.8,2890845,286380,10.09443746,13,0.000204784,44314,6.459074215,10.66498301
New Hampshire,2015,199.3,1.1,47.1,35.2,116,1745.7,260.6,1418.2,67,3.4,1330608,24214,54.95201123,7.3,0.00040583,54935,6.920162813,8.69963325
New Jersey,2015,255.4,4.1,15.3,108.6,127.4,1626.5,312.1,1182.9,131.5,5.8,8958013,22591,396.5301669,11.2,0.00067448,60551,6.593096259,9.718712264
New Mexico,2015,656.1,5.6,80.2,119.2,451.2,3697.4,819.4,2469.1,408.9,6.5,2085109,314917,6.621138268,19.7,0.000359089,38211,7.148815338,9.978554742
New York,2015,379.7,3.1,30.7,120.9,225,1604,223.7,1303,77.4,5.3,19795791,141297,140.1005754,14.2,0.000292941,58743,6.849635218,10.34732129
North Carolina,2015,347,5.1,26.7,87.9,227.3,2750.1,745.2,1871.1,133.8,5.7,10042802,139391,72.04770753,15.3,0.000325208,41778,7.215206354,9.457770491
North Dakota,2015,239.4,2.8,45.6,19.6,171.5,2116.5,395.9,1511.4,209.1,2.8,756927,183108,4.133773511,10.7,0.000270832,54503,8.358625391,11.53797983
Ohio,2015,291.9,4.3,44.3,108.1,135.1,2587.7,596.7,1842.6,148.4,4.9,11613423,116098,100.0312064,13.6,0.00022009,44641,6.803069078,9.397045057
Oklahoma/g,2015,422,6,47.3,76.8,291.9,2885.9,726.2,1892.5,267.2,4.4,3911338,181037,21.60518568,14.2,1.79E-05,44785,7.289438678,10.0663677
Oregon,2015,259.8,2.5,39.5,53.3,164.6,2946.6,455.1,2229.7,261.8,5.6,4028977,254799,15.81237367,11.9,0.000327378,44693,6.477406597,10.53196645
Pennsylvania,2015,315.1,5.1,33.6,101.6,174.8,1812.8,309.8,1408.2,94.8,5.3,12802503,119280,107.3315141,12.3,0.000534817,50352,6.799078227,9.391532515
Puerto rico,2015,219.6,16.8,4.7,117.1,80.9,1085.6,263.4,705,117.3,12.1,3474182,13791,251.9166123,12.9,0.000359089,48161,7.251634601,8.921418884
Rhode Island,2015,242.5,2.7,43.5,52.6,143.7,1897.5,373.7,1392.3,131.5,6,1056298,4001,264.0084979,11.8,0.000337026,49625,7.170552628,9.641486304
South Carolina,2015,504.5,8.1,46.9,80.3,369.1,3293.3,705.7,2322.7,264.9,5.9,4896146,82933,59.03736751,14.3,0.000515916,39698,7.160920283,9.353038737
South Dakota,2015,383.1,3.7,57.7,25.2,296.6,1943,344.8,1459.8,138.4,3.1,858469,199729,4.298169019,13.9,0.000488078,49040,7.288941127,9.752100542
Tennessee,2015,612.1,6.2,40.5,113.2,452.2,2936.2,655.2,2086,195,5.6,6600299,109153,60.46832428,14.7,0.000440283,42648,6.867433566,9.448809304
Texas,2015,412.2,4.8,44.6,116.3,246.6,2831.3,557.2,2028.5,245.7,4.4,27469114,695662,39.48629363,14.7,0.000359089,47345,7.440399971,10.76377862
Utah,2015,236,1.8,54.9,44.3,135.1,2980,416.2,2273.2,290.6,3.6,2995919,219882,13.62512166,9.3,0.000242663,40668,8.246111193,11.21269998
Vermont,2015,118,1.6,21.7,16.1,78.6,1406.6,314.4,1063.8,28.4,3.6,626042,24906,25.13619208,10.7,0.000688452,49662,7.39292252,8.427931672
Virginia,2015,195.6,4.6,27.9,53,110.2,1866.5,254.6,1515.2,96.8,4.5,8382993,110787,75.66765956,10.9,0.000408804,52379,7.038829902,10.3859658
Washington,2015,284.4,2.9,37.7,76,167.8,3463.8,711.2,2378,374.7,5.6,7170351,184661,38.82980705,11.4,0.000312119,53180,6.8000863,10.8501377
West Virginia,2015,337.9,3.8,36.4,41.2,256.4,2020,497.3,1401.3,121.4,6.6,1844128,62756,29.38568424,14.5,0.000751032,37529,6.503333174,8.966716952
Wisconsin,2015,305.8,4.2,30.8,90.7,180.1,1974,338.8,1444.8,190.3,4.6,5771337,169635,34.0220886,11.4,0.000179681,46800,6.957860544,9.442810739
Wyoming,2015,222.1,2.7,29.5,10.1,179.8,1902.6,300.6,1500.9,101,4.3,586107,253335,2.313565042,9.8,0.000359089,57576,6.998581829,10.62374652
Alabama,2016,532.3,8.4,39.4,96.4,388.2,2947.8,700.5,2006.3,241.1,5.9,4863300,135767,35.8209285,16.2,1.67E-05,39525,6.879266835,9.349989431
Alaska,2016,804.2,7,141.9,114.6,540.6,3353,546.3,2394.7,412.1,6.9,741894,1723337,0.430498504,12.6,0.000955662,56341,8.054744883,11.89785845
Arizona,2016,470.1,5.5,47.5,101.8,315.4,2978.4,544.4,2168.1,265.8,5.4,6931071,295234,23.47653387,16.1,0.000399073,40618,7.106038937,10.1869789
Arkansas,2016,550.9,7.2,71.7,70.9,401,3268.6,795.5,2233.6,239.4,4,2988248,137732,21.69610548,16,1.20E-05,40720,7.077880015,9.388021409
California,2016,445.3,4.9,34.9,139.6,265.9,2553,479.8,1623,450.3,5.5,39250017,423967,92.57800017,13.9,0.000320892,56667,7.101260703,11.12365313
Colorado,2016,342.6,3.7,64.2,63.7,211.1,2740.7,431.4,1955.3,354,3.2,5540545,269601,20.55090671,8.5,0.00027759,52251,7.001250581,11.53443441
Connecticut,2016,227.1,2.2,21.3,75.6,128,1808,280.9,1328.5,198.7,5.1,3576452,14357,249.1085881,9.8,0.00041969,69215,7.221756199,8.978399598
Delaware,2016,508.8,5.9,32.4,142.7,327.8,2766,527.6,2078.7,159.7,4.5,952065,6446,147.6985728,11.6,0.001843362,48890,6.380932394,9.28135621
district of Columbia,2016,1205.9,20.4,78.1,510.9,596.5,4802.9,346.6,4019.8,436.5,6.2,681170,177,3848.418079,16.3,0.000734031,76623,6.460703789,14.91662492
Florida,2016,430.3,5.4,36.9,97.9,290.2,2686.8,486.7,1990.8,209.3,4.8,20612439,170312,121.0275201,13,0.000201723,46253,6.204987289,9.527342689
Georgia,2016,397.6,6.6,34,118.4,238.5,3004.5,614.4,2130.1,259.9,5.4,10310371,153910,66.98961081,15.4,0.000147036,43074,7.203292685,9.977533786
Hawaii,2016,309.2,2.5,43.3,69.6,193.8,2992.7,421.2,2175.8,395.8,3,1428557,28313,50.45586833,9.3,0.000413988,50089,6.634913693,10.7566025
Idaho,2016,230.3,2.9,42.7,12.7,172,1744.2,375.4,1245.4,123.4,3.8,1683140,216443,7.776366064,11.1,0.000323205,40385,7.196860154,9.895682712
Illinois,2016,436.3,8.2,38.3,139.3,250.5,2049,374.9,1518.6,155.5,5.8,12801539,149995,85.34643821,12.1,0.000231144,52543,6.878558586,10.21957276
Indiana,2016,404.7,6.6,37.7,110.5,249.9,2589.4,514,1853.3,222.1,4.4,6633053,94326,70.32051608,11.8,0.000267599,43780,7.290245924,9.60539159
Iowa,2016,290.6,2.3,39.8,36.6,212,2086,479.5,1447.6,159,3.6,3134693,145746,21.50791788,9.8,0.000269564,46531,7.200604972,9.733231548
Kansas,2016,380.4,3.8,45.1,57.5,274,2695.5,494.1,1962.9,238.6,4,2907289,213100,13.64283904,11.2,0.00050425,47557,7.624784086,9.71786207
Kentucky,2016,232.3,5.9,37,75.9,113.5,2189.7,469.6,1497.4,222.8,5.1,4436974,104656,42.39579193,15.2,0.000449631,39905,7.025360122,9.432651352
Louisiana,2016,566.1,11.8,38.8,119.1,396.4,3297.7,740.5,2336.3,220.8,6.1,4681666,135659,34.51054482,20.2,1.26E-05,42763,6.902565881,10.42728037
Maine,2016,123.8,1.5,30.9,20,71.3,1645.7,300.6,1286.8,58.2,3.8,1331479,91633,14.53056213,12.7,0.000351489,45003,6.059956484,8.552357942
Maryland,2016,472,8,29.2,171,263.8,2284.5,410.4,1677.4,196.7,4.5,6016447,32131,187.2474246,7.1,0.000672324,58329,6.547042715,10.13579205
Massachusetts,2016,376.9,2,31.2,78.8,265,1561.1,281.8,1161,118.3,3.9,6811779,27336,249.1871159,9.6,0.000484455,65060,7.036979106,9.900301639
Michigan,2016,459,6,71.8,71.7,309.5,1909.9,398.5,1308.1,203.2,5,9928300,250487,39.63598909,11.1,0.00032775,44809,7.08261918,9.246752818
Minnesota,2016,242.6,1.8,42.5,67.5,130.7,2133.3,337.1,1638.1,158.1,3.9,5519952,225163,24.51535998,8.7,0.000207067,52890,6.670796485,10.20532298
Mississippi,2016,280.5,8,42.7,80.2,149.6,2768.1,781.4,1842.1,144.7,6,2988726,125438,23.82632057,21.1,5.62E-05,35946,7.328271913,9.112127575
Missouri,2016,519.4,8.8,41.9,107.8,360.8,2799.1,520.4,1978.4,300.3,4.6,6093000,180540,33.74875374,13,0.000506319,44424,6.930014623,9.682360857
Montana,2016,368.3,3.5,55.4,25.5,283.9,2683.5,377.4,2043,263.1,4.1,1042520,380831,2.737487232,11.7,0.000133331,44211,7.013505448,9.33452164
Nebraska,2016,291,2.6,52.1,49.6,186.7,2263.3,337.9,1677.6,247.8,3.1,1907116,200330,9.519872211,9.6,0.000393788,49745,7.124251068,10.06362738
Nevada,2016,678.1,7.6,58.9,215.6,395.9,2586.6,641.1,1497.1,448.3,5.7,2940058,286380,10.26628256,10.1,0.000304756,45232,6.363494564,10.67263261
New Hampshire,2016,197.6,1.3,43.6,32,120.7,1512.9,222,1225.7,65.3,2.9,1334795,24214,55.12492773,6.4,0.000406055,56629,6.872338898,9.163118531
New Jersey,2016,245,4.2,16.2,100.4,124.2,1544.6,282.7,1135.2,126.6,5,8944469,22591,395.9306361,9.4,0.001088159,62213,6.596014643,9.820732913
New Mexico,2016,702.5,6.7,73.3,131.5,491,3937.1,830.4,2542.4,564.3,6.6,2081015,314917,6.608138017,17.8,0.000644397,38907,7.128841263,10.09919179
New York,2016,376.2,3.2,31.7,113,228.3,1545.6,201.7,1271,72.9,4.9,19745289,141297,139.743158,11.9,0.00035887,60833,6.745431531,10.48210943
North Carolina,2016,372.2,6.7,28.1,92,245.5,2737.5,710.4,1876.2,150.8,5.1,10146788,139391,72.79370978,13.6,0.000354891,42574,6.952677862,9.432304233
North Dakota,2016,251.1,2,45.1,23.9,180.1,2295.9,427.9,1608.9,259.1,3.1,757952,183108,4.1393713,11.1,0.000435384,52592,7.824695199,11.42817325
Ohio,2016,300.3,5.6,48.1,107.8,138.7,2577.5,575.9,1832.3,169.3,5,11614373,116098,100.0393891,13.7,0.000227993,45452,6.811666889,9.506930766
Oklahoma/g,2016,449.8,6.2,52,80.6,311,2982.9,741.7,1931.4,309.8,4.8,3923561,181037,21.67270227,14.6,0.000495978,42399,7.231131566,10.05424458
Oregon,2016,264.6,2.8,42,55.6,164.1,2964.4,412,2230,322.3,4.8,4093465,254799,16.06546729,11.8,0.000353979,45998,6.434278539,10.49282346
Pennsylvania,2016,316.4,5.2,34.7,96.4,180.1,1742.7,277.8,1362.8,102.1,5.4,12784227,119280,107.1782948,11.1,0.000578213,51700,6.662509356,9.601851719
Puerto rico,2016,224,19.9,5,93.8,105.4,1031.9,241.9,679,111,11.8,3411307,13791,247.3574795,12.45,0.000422268,48811,7.195500639,8.958636558
Rhode Island,2016,238.9,2.7,41.8,51.1,143.2,1898.7,358.6,1389,151.1,5.2,1056426,4001,264.0404899,11.4,0.000339825,50320,7.260678931,9.729309767
South Carolina,2016,501.8,7.4,48.1,81.3,365,3243.8,664.7,2298.5,280.6,4.9,4961119,82933,59.82080716,14.1,0.000451713,40744,6.787743249,9.454356668
South Dakota,2016,418.4,3.1,58.8,31.4,325,1980.6,346.6,1460.4,173.6,3,865454,199729,4.333141407,14.5,0.000766072,49018,7.198594495,9.866605042
Tennessee,2016,632.9,7.3,40.8,117.5,467.3,2854.1,606.1,2020.7,227.3,4.8,6651194,109153,60.93459639,14.9,0.00041376,43637,6.73704607,9.812654059
Texas,2016,434.4,5.3,48,119.6,261.6,2759.8,533.8,1978.1,247.8,4.6,27862596,695662,40.05191602,13.8,7.91E-05,46445,7.396338794,10.77184912
Utah,2016,242.8,2.4,49.8,50.5,140.1,2951.5,420.7,2223.2,307.7,3.4,3051217,219882,13.87661109,8.6,0.000277266,42008,8.26738249,11.29203462
Vermont,2016,158.3,2.2,28.5,17,110.6,1697.4,336.7,1315.6,45.1,3.2,624594,24906,25.07805348,9.6,0.000702857,50572,7.196611559,8.428908059
Virginia,2016,217.6,5.8,32.5,57.1,122.2,1859.4,238,1505.1,116.4,4.1,8411808,110787,75.92775326,11.4,0.000453054,53439,7.030288316,10.1275482
Washington,2016,302.2,2.7,42.2,77.5,179.7,3494.1,674.8,2376.3,443,5.3,7288000,184661,39.46691505,11,0.000393386,55038,6.592258946,11.0370396
West Virginia,2016,358.1,4.4,35.9,39.3,278.5,2047.2,507.9,1402.3,137,6.1,1831102,62756,29.17811843,18,0.000798972,37453,6.445277379,8.856106323
Wisconsin,2016,305.9,4,34.2,81.4,186.3,1933.3,336.1,1424.8,172.3,4,5778708,169635,34.06554072,10.7,0.000210082,47509,6.910471162,9.545399016
Wyoming,2016,244.2,3.4,35,10.1,195.7,1957.3,302.5,1518.2,136.6,5.3,585501,253335,2.311172953,10.9,4.61E-05,54522,6.722970584,10.13538747
